Date,Stock,Price,p/e,Sector Lowest,52 Week High,200d-EMA,Alpha,Beta,Worth,Weight
3/1/2024,JNJ,302.09,1.76,91.51,227.54,291,0.0762,1.18,27.5,0.0389
3/1/2024,PFE,257.31,-4.85,99.21,117.96,269.07,0.0278,1.18,5.33,0.0252
3/1/2024,MRNA,160.82,4.93,113.93,365.18,141.75,0.0681,0.88,-12.74,0.0392
3/1/2024,LLY,363.35,-5.29,103.15,459.05,369.64,0.0207,1.04,-20.22,0.0175
3/1/2024,UNH,234.4,-8.95,146.12,453.84,250.64,0.034,0.82,22.6,0.035
3/1/2024,XOM,114.06,-7.53,100.73,253.8,110.54,0.0413,1.16,-21.37,0.037
3/1/2024,CVX,442.7,7.32,116.13,255,434.56,0.0491,0.98,-1.85,0.03
3/1/2024,COP,300.54,0.5,127.75,159.75,305.48,0.0552,0.89,17.55,0.0183
3/1/2024,PSX,107.17,-8.22,141.58,111.32,112.78,0.0541,1.07,-31.1,0.0287
3/1/2024,SLB,278.37,-0.67,95.16,210.23,272.58,0.0759,1.1,17.45,0.0205
3/1/2024,TSLA,137.7,-3.07,126.91,472.57,140.75,0.0372,1.11,22.99,0.0133
3/1/2024,F,344.36,2.37,101.15,316.04,352.4,0.0791,0.91,0.08,0.0329
3/1/2024,GM,257.4,-3.08,105.8,233.55,268.92,0.0359,1.15,8.26,0.0271
3/1/2024,RIVN,401.49,2.21,87.36,418.04,397.83,0.0758,1.16,-19.11,0.0224
3/1/2024,LCID,193.02,9.71,117.7,199.28,207.78,0.0475,1.08,2.19,0.0174
3/1/2024,AMZN,144.18,-0.9,121.56,184.22,152.6,0.0653,0.92,19.05,0.0303
3/1/2024,WMT,410.32,5.21,100.15,292.5,424.18,0.0792,1.13,-7.32,0.0254
3/1/2024,COST,190.38,-3.94,137.55,356.09,195.2,0.0749,0.87,11.42,0.0353
3/1/2024,TGT,342.51,-2.34,94.84,434.44,338.33,0.0207,0.95,-2.94,0.0376
3/1/2024,HD,389.37,2.25,136.99,111.6,394.5,0.0342,0.92,23.79,0.0264
3/1/2024,BA,340.4,5.77,139.42,371.68,337.9,0.0071,1.01,4.96,0.0243
3/1/2024,LMT,393.32,-4.57,141.7,155.93,387.5,0.0326,0.82,-5.41,0.0352
3/1/2024,NOC,411.75,-7.34,87.26,154.07,420.7,0.0216,1.1,14.86,0.0228
3/1/2024,GD,300.58,-8.36,128.58,440.23,274.01,0.0532,1.17,2.48,0.0317
3/1/2024,RTX,112.01,7.67,92.24,263,106.24,0.0525,0.81,-11.86,0.0303
3/1/2024,VZ,406.5,-2.87,148.42,121.31,404.01,0.0439,0.92,21.66,0.0142
3/1/2024,T,370.76,1.44,131.82,269.41,374.24,0.0524,1.18,-2.84,0.0132
3/1/2024,DIS,426.96,-2.27,144.27,228.35,417.81,0.0583,0.88,-3.59,0.0295
3/1/2024,NFLX,318.29,-1.11,136.53,468.75,317.78,0.0698,0.99,-14.55,0.0273
3/1/2024,CMCSA,196.33,-5.14,95.55,386.16,223.49,0.0314,1.01,3.21,0.0305
3/1/2024,AMD,122.4,1.3,96.15,193.48,122.95,0.0681,1.01,15.05,0.0264
3/1/2024,TSM,407.56,1.53,91.21,290.6,404.56,0.0588,1.14,-11.13,0.0336
3/1/2024,INTC,303.19,-7.37,94.72,320.47,291.88,0.0606,1.03,-39.12,0.0254
3/1/2024,AVGO,132.08,-4.56,89.35,210.08,108.43,0.1199,0.88,33.18,0.0308
3/1/2024,QCOM,398.28,-6.81,146.44,361.47,409.68,0.0874,0.92,26.41,0.0234
3/8/2024,AAPL,261.76,-6.42,134.93,474,259.12,0.0489,0.98,-32.82,0.0168
3/8/2024,MSFT,326.31,2.11,122.53,181.56,312.89,0.0526,1.01,12.66,0.0325
3/8/2024,GOOGL,314.72,1.18,127.3,386.37,322.45,0.0698,0.83,-6.45,0.0265
3/8/2024,NVDA,154.8,1.39,83.4,180.46,153.35,0.0222,0.93,-1.8,0.0193
3/8/2024,META,423.27,-0.8,128.11,348.42,408.88,0.07,1.1,-1.93,0.0239
3/8/2024,JPM,169.14,-3.76,135.7,491.88,171.18,0.0541,0.94,-3.79,0.0212
3/8/2024,BAC,231.82,-1.14,130.88,168.6,223.27,0.0445,1.08,26.7,0.0261
3/8/2024,WFC,118.24,-2.08,86.65,270.85,118.31,0.0535,0.88,-6.21,0.0172
3/8/2024,C,402.36,0.66,142.41,171.44,400.54,0.0394,1.15,-8.27,0.0135
3/8/2024,GS,217.53,-6.27,91.87,411.51,214.81,0.0436,1,-8.91,0.0124
3/8/2024,PG,399.78,2.02,125.19,175.2,401.57,0.0205,0.98,-11.14,0.0102
3/8/2024,KO,255.8,6.09,111.17,478.5,244.14,0.0627,0.96,28.06,0.0105
3/8/2024,PEP,405.77,-3.77,129.19,298.13,396.54,0.0632,0.93,-2.28,0.0293
3/8/2024,MO,136.86,-4.77,93.47,460.26,134.86,0.0678,1.04,-32.53,0.0346
3/8/2024,MNST,165.59,1.56,117.6,270.21,174.92,0.0459,1.17,23.37,0.0389
3/8/2024,JNJ,415.11,-4.9,114.64,371.41,416.1,0.0611,0.84,-1,0.0295
3/8/2024,PFE,365.45,-4.62,146.51,432.57,366.1,0.0305,0.92,3.95,0.0114
3/8/2024,MRNA,370.38,-7.32,120.83,487.8,357.41,0.0696,1.08,8.58,0.0345
3/8/2024,LLY,273.84,-4.97,102.23,275.41,276.25,0.0421,1.15,18.76,0.0176
3/8/2024,UNH,117.27,-10,129.87,217.77,118.58,0.0557,1.07,10.98,0.0175
3/8/2024,XOM,295.26,10.31,113.18,126.4,302.09,0.0315,1.07,6.32,0.0216
3/8/2024,CVX,175.7,8.91,138.86,279.92,174.37,0.0468,0.92,-4.77,0.0346
3/8/2024,COP,156.95,8.02,94.26,237.48,170.19,0.0616,1.12,-18.32,0.0263
3/8/2024,PSX,391.75,-1.9,137.47,434.45,376.55,0.076,0.85,-22.21,0.0214
3/8/2024,SLB,294.72,-1.68,140.07,291.46,303.99,0.0576,1.02,-16.99,0.0135
3/8/2024,TSLA,287.59,-2.97,91.19,374.44,281.61,0.0246,1.02,16.14,0.0127
3/8/2024,F,277.72,-1.62,128.56,431.02,285.03,0.0372,0.86,-26.88,0.0229
3/8/2024,GM,246.56,-0.88,102.75,416.45,244.81,0.0721,1.08,18.41,0.017
3/8/2024,RIVN,317.39,3.66,95.56,435.53,308.71,0.0715,0.98,-2.13,0.0119
3/8/2024,LCID,198.06,-4.26,146.23,116.34,194.44,0.0566,1.07,-7.92,0.0229
3/8/2024,AMZN,253.43,3.9,139.46,159.92,254.87,0.0519,0.97,14.04,0.023
3/8/2024,WMT,182.75,-3.32,105.5,235.62,183.35,0.0682,1.12,5.4,0.0139
3/8/2024,COST,436.51,2.05,115.76,443.38,431.8,0.0779,1.14,-5.33,0.0123
3/8/2024,TGT,436.75,0.63,105.17,356.74,422.22,0.0788,0.92,46.86,0.0211
3/8/2024,HD,311.68,6.43,118.93,471.81,318.14,0.0374,1,4.69,0.0171
3/8/2024,BA,111.64,-1.4,126.97,482.27,120.74,0.0513,0.92,21.04,0.039
3/8/2024,LMT,184.76,5.82,123.96,471.69,203.57,0.0293,1.01,22.84,0.0301
3/8/2024,NOC,377.76,-12.05,125.6,451.91,378.69,0.0579,1.2,-9.87,0.0286
3/8/2024,GD,407.9,-11.63,98.42,188.77,383.08,0.0562,0.95,5.54,0.0311
3/8/2024,RTX,239.65,-3.41,88.39,414.93,237.43,0.0694,0.81,6.62,0.0106
3/8/2024,VZ,441.01,-3.61,116.45,431.96,445.67,0.0529,1,17.28,0.0235
3/8/2024,T,294.06,-7.56,111.56,346.41,308.27,0.0443,0.91,-6.05,0.0336
3/8/2024,DIS,424.98,-1.94,126.57,164.14,414.52,0.0371,0.83,1.54,0.0168
3/8/2024,NFLX,325.78,-1.04,149.27,381.05,331.81,0.0631,1.2,-1.18,0.0367
3/8/2024,CMCSA,208.42,0.79,109.99,426.69,212.16,0.0488,0.81,-12.82,0.0328
3/8/2024,AMD,165.18,0.1,116.13,279,167.67,0.0643,1.05,30.4,0.0279
3/8/2024,TSM,137.42,1.22,111.5,158.03,138.96,0.0567,0.81,-10.45,0.0194
3/8/2024,INTC,307.49,-0.06,135.16,163.32,287.71,0.0175,1.19,18.56,0.0187
3/8/2024,AVGO,418.27,-1.33,100.26,275.95,426.45,0.0374,1.03,0.35,0.0327
3/8/2024,QCOM,343.77,-3.9,140.85,283.5,331.01,0.0435,1.1,20.97,0.034
3/15/2024,AAPL,141.44,-5.54,91.87,135.78,149.65,0.037,0.86,-4.04,0.0217
3/15/2024,MSFT,107.86,-1.7,110.88,467.75,100.96,0.0317,0.88,-10.85,0.0118
3/15/2024,GOOGL,140.1,0.35,133.47,394.58,136.1,0.0481,1.18,26.32,0.0197
3/15/2024,NVDA,76.13,8.34,107.91,195.12,97.66,0.0526,0.94,2.57,0.016
3/15/2024,META,341.97,0.17,144.41,326.11,333.95,0.0883,0.81,-19.07,0.0399
3/15/2024,JPM,441.02,0.73,82.13,110.22,439.94,0.0346,0.89,11.12,0.014
3/15/2024,BAC,315.45,15.18,112.63,240.59,325.64,0.0789,1.02,16.68,0.0125
3/15/2024,WFC,376.39,3.14,101.67,314.01,372.48,0.0492,1.15,27.74,0.0187
3/15/2024,C,100.64,2.83,127.4,470.48,105.3,0.0316,1.11,-0.82,0.0381
3/15/2024,GS,426.01,-8.17,132.64,174.73,442.03,0.0344,1.03,4.82,0.0169
3/15/2024,PG,236.38,7.93,148.51,308.83,246.45,0.0713,1.11,-10.36,0.0185
3/15/2024,KO,368.97,-0.29,83.71,440.32,364.33,0.1057,0.93,-23.16,0.0119
3/15/2024,PEP,175.34,5.42,85.72,414.68,182.97,0.0457,1.05,-20.81,0.0338
3/15/2024,MO,354.5,-11.22,80.26,135.22,348.61,0.068,1.09,12.95,0.0153
3/15/2024,MNST,145.46,1.74,96.53,344.86,138.24,0.0501,1.13,-39.19,0.0189
3/15/2024,JNJ,328.57,9.72,125.64,450.8,305.51,0.0538,0.97,-1.06,0.0103
3/15/2024,PFE,338.06,1.32,147.18,348.9,338.77,0.0512,1.16,13.56,0.0267
3/15/2024,MRNA,371.17,-1.21,140.9,211.46,374.67,0.0233,1.14,40.01,0.0244
3/15/2024,LLY,145.59,-3.98,95.85,384.8,147.22,0.0597,1.06,-8.69,0.0357
3/15/2024,UNH,439.82,1,116.21,202.28,442.36,0.0497,0.95,4.67,0.0114
3/15/2024,XOM,393.79,5.29,127.93,149.81,377.63,0.0643,0.92,10.24,0.0393
3/15/2024,CVX,245.89,5.91,147.69,457.82,251.68,0.0594,0.96,14.09,0.0211
3/15/2024,COP,312.01,-0.96,99.3,408.14,318.98,0.0224,1.13,-1.73,0.0383
3/15/2024,PSX,417.03,-0.85,85.54,249.33,409.8,0.0565,1.01,5.84,0.026
3/15/2024,SLB,231.95,-6.32,119.1,126.05,224.57,0.0449,1.16,1.02,0.03
3/15/2024,TSLA,385.7,1,104.88,430.73,367.38,0.0586,1.04,11.81,0.038
3/15/2024,F,301.28,-4.18,125.63,241.6,297.68,0.0389,1.04,14.89,0.0352
3/15/2024,GM,359.23,5.74,135.55,193.72,345.56,0.0545,1.09,3.14,0.038
3/15/2024,RIVN,422.12,1.53,133.64,145.39,422.13,0.0315,1.18,11.57,0.0344
3/15/2024,LCID,448.76,3.53,132.73,262.71,436.96,0.0843,0.88,-10.34,0.0322
3/15/2024,AMZN,305.75,-2.03,114.51,478.46,290.63,0.0285,1,-9.95,0.0377
3/15/2024,WMT,104.5,1.12,139.75,422.15,104.33,0.0506,1.11,-31.46,0.0144
3/15/2024,COST,430.1,-4.53,103.57,125.2,441.94,0.0269,1.12,-0.7,0.0211
3/15/2024,TGT,242.81,4.01,110.43,147.27,245.3,0.0293,1.14,-0.2,0.0369
3/15/2024,HD,332.44,-5.32,81.14,169.31,324.25,0.0655,1.06,-16.46,0.0211
3/15/2024,BA,259.09,-1.28,98.99,267.19,258.66,0.0566,0.87,17.27,0.0347
3/15/2024,LMT,159.66,-9.72,118.7,492.29,169.42,0.0541,0.84,-7.26,0.0264
3/15/2024,NOC,208.25,3.53,144.81,462.21,219.7,0.088,1.08,17.95,0.0112
3/15/2024,GD,409.67,0.8,81.89,485.28,413.29,0.0579,0.84,-42.71,0.0383
3/15/2024,RTX,265.61,-5.87,84.58,114.58,250.21,0.0478,0.89,13.19,0.0382
3/15/2024,VZ,216.9,4.55,103.87,260.47,207.13,0.0298,0.84,9.52,0.0136
3/15/2024,T,391.65,-5.9,147.37,405.04,373.91,0.0466,0.85,1.91,0.011
3/15/2024,DIS,170.51,2.03,120.28,341.45,154.41,0.0774,1.16,40.28,0.0187
3/15/2024,NFLX,186.9,4.18,103.52,444.94,193.64,0.038,0.98,-10.99,0.0247
3/15/2024,CMCSA,420.26,1.24,138.38,335.18,430.83,0.0658,1.12,-16.43,0.0135
3/15/2024,AMD,127.13,-2.7,105.6,313.57,129.28,0.0582,0.87,6.76,0.0171
3/15/2024,TSM,386.68,0.88,148.88,399.76,379.26,0.0559,0.84,-11.66,0.027
3/15/2024,INTC,220.54,-0.89,94.27,476.68,208.88,0.0611,1.06,-8.63,0.0122
3/15/2024,AVGO,405.09,3.24,112.69,421.9,402.78,0.0069,1,22.32,0.0197
3/15/2024,QCOM,281.77,-1.72,112.2,480.45,294.04,0.0508,1.09,15.24,0.0236
3/22/2024,AAPL,258.79,-7.57,130.63,306.55,265.97,0.0349,1.06,-15.83,0.0353
3/22/2024,MSFT,227.71,3.87,118.88,218.31,231.7,0.0286,1.18,-2.88,0.0195
3/22/2024,GOOGL,355.58,1.97,112.64,301.75,354.18,0.0475,1.08,3.04,0.0395
3/22/2024,NVDA,161.3,1.9,114.3,374.42,152.37,0.068,0.9,-22.3,0.0348
3/22/2024,META,279.52,-7.93,119.35,326.6,292.95,0.0488,0.85,-30.32,0.0337
3/22/2024,JPM,245.75,-2.02,148.43,424.17,262.99,0.035,1,-32.23,0.0187
3/22/2024,BAC,250.83,1.46,90.2,229.63,274.93,0.0603,1.08,11.19,0.0386
3/22/2024,WFC,235.55,-3.61,107.19,469.89,222.68,0.0619,0.87,-3.43,0.0311
3/22/2024,C,282.97,-6.03,137.95,365.38,284.63,0.0257,0.99,-22.5,0.0202
3/22/2024,GS,382.35,2.27,94.81,347.46,368.67,0.0491,1.1,18.7,0.0273
3/22/2024,PG,124.09,3.21,122.39,171.98,144.71,0.0432,0.91,15.93,0.0168
3/22/2024,KO,404.44,0.13,140.11,200.33,404.45,0.0207,1.06,-1.06,0.0372
3/22/2024,PEP,431.3,9.49,115.07,379.31,427.48,0.0027,0.86,-11.78,0.0297
3/22/2024,MO,342.66,5.19,101.54,262.54,341.5,0.0701,1.18,-29.59,0.0272
3/22/2024,MNST,432.8,1.5,94.32,105.81,437.53,0.0733,1.07,34.99,0.0384
3/22/2024,JNJ,405.17,-3.38,140.87,258.83,415.69,0.0407,0.96,20.2,0.0352
3/22/2024,PFE,186.87,3.63,101.2,221.92,179.03,0.0379,0.99,7.43,0.0165
3/22/2024,MRNA,235.86,2.58,82.25,141.24,238,0.0327,0.84,-21.24,0.0122
3/22/2024,LLY,147.15,10.71,81.11,275.74,153.41,0.0182,0.83,7.61,0.0109
3/22/2024,UNH,413.46,0.47,101.01,452.19,406.35,0.052,1.07,9.43,0.0299
3/22/2024,XOM,401.52,3.14,109.91,111,373.09,0.0777,1.15,-42.22,0.0265
3/22/2024,CVX,199.76,-4.56,140.38,409.57,195.24,0.064,0.9,-9.51,0.0112
3/22/2024,COP,273.9,0.58,98.01,203.74,252.95,0.065,1.12,-1.31,0.0211
3/22/2024,PSX,349.27,-4.66,98.06,232.38,358.88,0.0725,1.02,11.45,0.0114
3/22/2024,SLB,310,-0.66,142.38,337.99,306.35,0.0821,0.86,17.8,0.0164
3/22/2024,TSLA,420.8,-7.42,100.08,364.07,417.3,0.0619,0.94,-30.37,0.0208
3/22/2024,F,131.41,-0.68,89.12,302.09,118.28,0.0459,1.16,-11.31,0.0243
3/22/2024,GM,175.92,0.08,148.88,269.19,161.51,0.0525,0.88,1.93,0.0399
3/22/2024,RIVN,134.88,-2.3,109.06,189.66,127.14,0.0752,0.82,14.71,0.0223
3/22/2024,LCID,339.54,6.95,117.77,202.91,355.92,0.0729,0.86,14.23,0.0231
3/22/2024,AMZN,444.51,3.4,94.87,119.82,441.97,0.0835,1.11,4.06,0.0251
3/22/2024,WMT,345.73,4.56,119.95,475.06,352.34,0.0711,0.82,-40.6,0.0355
3/22/2024,COST,181.74,-8.36,137.82,364.42,202.01,0.0391,1.14,3.51,0.0398
3/22/2024,TGT,287.93,1.64,120.74,251.97,290.86,0.0745,1.14,-7.88,0.0323
3/22/2024,HD,134.68,-8.54,86.99,273.78,121.87,0.0622,0.85,-2.77,0.018
3/22/2024,BA,277.24,-2.72,93.4,337.97,272.84,0.0831,1.12,-1.32,0.0347
3/22/2024,LMT,170.87,-1.52,112.47,152.26,172.7,0.0345,1.06,17.46,0.0388
3/22/2024,NOC,223.49,4.95,114.55,383.15,211.95,0.0786,1.17,16.88,0.0369
3/22/2024,GD,332.05,2.62,97.61,365.22,333.69,0.0269,1.12,0.99,0.0371
3/22/2024,RTX,178.33,8.02,87.51,388.02,193.64,0.0596,0.94,10.97,0.0196
3/22/2024,VZ,234.24,5.99,102.15,205.57,241.86,0.0804,1.11,16.72,0.0339
3/22/2024,T,240.66,-3.71,121.88,456.23,244.27,0.0389,1.02,-10.4,0.0208
3/22/2024,DIS,128.76,1.78,94.49,290.54,139.74,0.0464,0.81,-14.78,0.0175
3/22/2024,NFLX,385.09,4.4,91.54,119.18,378.44,0.0438,0.97,5.47,0.0127
3/22/2024,CMCSA,358.91,2.8,146.44,491,338.01,0.0254,1.07,19.07,0.0164
3/22/2024,AMD,277.01,10.06,123.16,395.54,279.98,0.0608,1.16,-1.3,0.0252
3/22/2024,TSM,339.79,-2.52,137.28,232.71,333.77,0.0617,0.94,-8.49,0.0331
3/22/2024,INTC,443.94,-11.66,111.88,167.37,444.01,0.0146,0.94,-10.32,0.0121
3/22/2024,AVGO,189.82,-0.02,84.55,117.32,185.17,0.0686,0.82,-6.32,0.017
3/22/2024,QCOM,417.02,-0.07,99.02,262.26,423.75,0.0608,1.01,17.99,0.0239
3/29/2024,AAPL,301.21,6.83,102.86,472.58,308.12,0.0448,1,3.82,0.0188
3/29/2024,MSFT,121.15,8.43,95.42,356.08,124.9,0.052,0.96,-8.7,0.0365
3/29/2024,GOOGL,278.45,1.1,87.11,463.24,272.33,0.0587,0.8,-13.01,0.0137
3/29/2024,NVDA,230.39,-1.92,140.41,300.97,212.21,0.0602,1.16,-8.18,0.0301
3/29/2024,META,187.85,4.16,140.84,491.03,163.13,0.0622,0.88,28.53,0.0341
3/29/2024,JPM,255.52,-1.26,121.72,311.16,257.09,0.0269,0.83,-3.09,0.0104
3/29/2024,BAC,380.37,-6.3,139.92,394.66,379.07,0.0444,0.88,-5.08,0.025
3/29/2024,WFC,260.9,-0.89,107.92,484.5,252.75,0.0525,1.01,-15.52,0.0296
3/29/2024,C,401,0.88,132.04,419.73,396.66,0.0368,1.01,-11.43,0.0242
3/29/2024,GS,363.84,-7.16,139.39,264.24,387.38,0.0715,1.03,-15.96,0.0385
3/29/2024,PG,300.64,5.34,119.99,198.84,282.15,0.0492,0.95,30.59,0.0242
3/29/2024,KO,175.47,-12.77,97.43,464.15,186.46,0.0811,0.97,-12.76,0.0302
3/29/2024,PEP,452.6,6.11,108.92,210.69,444.1,0.07,0.91,-10.73,0.0123
3/29/2024,MO,377.77,3.39,81.14,302.48,375.92,0.0887,1.08,-2.41,0.0264
3/29/2024,MNST,167.39,4.55,81.67,182.68,157.04,0.0848,0.98,-30.95,0.0273
3/29/2024,JNJ,170.52,3.64,138.75,201.97,180.38,0.0487,0.99,7.74,0.0199
3/29/2024,PFE,405.69,2.82,131.44,455.2,415.11,0.0283,1.02,8.62,0.031
3/29/2024,MRNA,200.83,-3.37,145.17,301.02,205.76,0.0958,0.82,-3.75,0.0388
3/29/2024,LLY,313.12,-7.48,131.1,458.82,295.81,0.0482,0.95,-9.45,0.0329
3/29/2024,UNH,206.27,-2.55,133.24,284.37,205.05,0.0418,1.04,3.39,0.0124
3/29/2024,XOM,423.12,6.31,91.77,311.95,416.19,0.0324,1.08,-42.69,0.0323
3/29/2024,CVX,192.48,-2.56,103.88,134.41,184.42,0.0744,1.07,-25.87,0.0341
3/29/2024,COP,210.42,2.58,124.69,425.55,210.66,0.0459,1.08,8.59,0.036
3/29/2024,PSX,195.13,11.2,123.37,188.1,200.3,0.0562,1.09,-4.9,0.0158
3/29/2024,SLB,300.54,0.02,89.88,421.9,291.21,0.0756,0.98,33.32,0.0134
3/29/2024,TSLA,402.22,2.47,106.32,403.07,407.81,0.0485,0.96,-3.83,0.0306
3/29/2024,F,414.8,1.27,115.08,176.85,427.56,0.0121,1.16,16.21,0.0379
3/29/2024,GM,326.17,2.13,138.28,192.43,314.86,0.0446,0.93,8.35,0.0266
3/29/2024,RIVN,198.91,3.13,102.52,226.75,205.08,0.0389,0.98,16.82,0.0157
3/29/2024,LCID,174.04,-5.17,82.76,214.94,185.51,0.0939,1,-12.24,0.0113
3/29/2024,AMZN,161.79,2.03,116,302.38,142.18,0.0697,0.9,2.51,0.0202
3/29/2024,WMT,143.32,-0.38,119.44,336.11,134.03,0.0279,1.19,-10.28,0.0327
3/29/2024,COST,171.45,-4.73,84.68,275.27,164.79,0.0528,0.93,1.54,0.0248
3/29/2024,TGT,392.71,2.53,109.29,429.7,393.86,0.0316,1.08,6.41,0.0185
3/29/2024,HD,111.36,2.6,148.79,268.13,97,0.0312,1.19,33.24,0.0259
3/29/2024,BA,162.71,-2.18,88.16,116.73,170.06,0.0711,0.94,16.67,0.0166
3/29/2024,LMT,218.36,0.15,103.85,381.44,214.34,0.0195,1.15,-13.55,0.0257
3/29/2024,NOC,240.55,-2.62,131.87,462.96,238.13,0.0705,0.92,-0.58,0.0215
3/29/2024,GD,118.4,-6.48,133.67,300.13,117.87,0.0587,1.08,-21.12,0.0181
3/29/2024,RTX,356.46,3.13,124.11,231.62,350.34,0.0663,1.03,41.51,0.0226
3/29/2024,VZ,104.59,-2.17,114.89,284.67,100.54,0.0838,0.86,-11.05,0.0351
3/29/2024,T,293.01,-3.44,121.92,341.83,305.65,0.0305,1.15,-0.2,0.0106
3/29/2024,DIS,199.71,0.15,101.25,236.26,195.17,0.0654,0.89,2.02,0.0382
3/29/2024,NFLX,95.38,-4.31,104.29,301.54,99.35,0.07,1.14,7.85,0.0123
3/29/2024,CMCSA,404.39,-0.84,132.98,135.76,397.05,0.0573,0.85,-43.93,0.0192
3/29/2024,AMD,389.13,4.04,143.19,125.31,399.02,0.0646,0.99,-14.16,0.0201
3/29/2024,TSM,159.76,-0.64,90.51,428.8,147.99,0.0543,0.81,32.91,0.0369
3/29/2024,INTC,264.45,-12.05,85.08,130.5,272.79,0.0552,1.03,14.14,0.0166
3/29/2024,AVGO,399.79,-9.19,115.11,274.43,411.65,0.0595,1.07,-29.61,0.0172
3/29/2024,QCOM,385.48,-11.75,82.72,168.39,378.97,0.0358,1.18,-15.32,0.0165
4/5/2024,AAPL,294.11,10.31,114.92,149.72,307.99,0.0462,1.14,-6.89,0.0371
4/5/2024,MSFT,336.03,2.5,115.93,407.73,334.45,0.0622,1.05,-46.23,0.0129
4/5/2024,GOOGL,129.5,1.12,135.28,494.24,141.31,0.0724,0.98,-10.63,0.0186
4/5/2024,NVDA,153.02,-1.19,141.53,298.78,150.66,0.0656,0.96,-21.14,0.0312
4/5/2024,META,363.1,1.56,146.18,358.12,371.77,0.0387,1.03,-26.07,0.0135
4/5/2024,JPM,330.82,5.95,139.48,389.22,326.21,0.0459,1.19,32.8,0.0149
4/5/2024,BAC,346.72,4.45,121.04,481.45,364.73,0.0291,0.89,-22.45,0.0116
4/5/2024,WFC,111.57,6.6,116.78,443.87,122.23,0.0594,0.91,-36.52,0.0282
4/5/2024,C,364.88,-0.94,82.62,338.97,379.37,0.0325,1.11,-33.65,0.0114
4/5/2024,GS,250.28,1.35,132.77,420.77,270.91,0.0682,0.86,-14.41,0.0252
4/5/2024,PG,333.74,2.97,99.66,290.66,328.93,0.0654,0.92,-14.85,0.0158
4/5/2024,KO,337.8,4.23,80.24,149.8,334.28,0.0684,0.88,1.53,0.0341
4/5/2024,PEP,287.32,-3.25,126.68,198.84,290.55,0.036,0.88,-24.17,0.0305
4/5/2024,MO,237.72,9.79,126.53,486.96,233.75,0.0709,0.89,-8.64,0.0379
4/5/2024,MNST,147.2,6.19,85.89,392.44,152.04,0.0481,1.07,-11.32,0.033
4/5/2024,JNJ,335.61,1.72,98.74,496.85,333.29,0.037,1.08,6.39,0.0181
4/5/2024,PFE,174.15,-6.66,129.57,310.26,165.12,0.0598,0.83,-4.96,0.0237
4/5/2024,MRNA,95.48,2.04,133.93,474.28,105.24,0.0074,0.91,-0.2,0.0222
4/5/2024,LLY,201.98,4.57,81.16,148.27,215.67,0.0319,0.86,15.94,0.0362
4/5/2024,UNH,256.28,-3.07,107.41,173.65,265.08,0.0909,1.2,24.49,0.0256
4/5/2024,XOM,198.51,5.15,88.51,182.07,196.77,0.0461,1.17,-7.59,0.0351
4/5/2024,CVX,241.28,6.7,122.68,417.12,242.97,0.0571,0.9,-21.98,0.0185
4/5/2024,COP,273.69,0.88,106.23,169.18,275.75,0.0365,1.05,25.3,0.014
4/5/2024,PSX,390.63,-0.63,125.86,485.42,406.87,0.0259,0.92,-2.11,0.0349
4/5/2024,SLB,342.37,0.91,105.67,434.45,340.59,0.0636,0.84,-2.73,0.0175
4/5/2024,TSLA,278.68,-4.72,105.07,294.25,269.28,0.0194,1.1,-12.38,0.0139
4/5/2024,F,214.02,7.64,120.65,135.98,213.72,0.0693,0.88,-25.65,0.0257
4/5/2024,GM,241.55,-11.95,110.27,359.58,239.88,0.0337,0.96,-9.77,0.013
4/5/2024,RIVN,317.97,9.19,121.6,418.36,308.77,0.0136,1.01,-21.96,0.0384
4/5/2024,LCID,141.33,-7.98,91.4,328.64,131.03,0.067,1.09,4.46,0.0311
4/5/2024,AMZN,380.84,-8.3,91.55,207.95,382.08,0.0759,0.99,5.31,0.012
4/5/2024,WMT,359.2,-1.79,110.23,379.4,331.87,0.0391,1.11,-5.34,0.0286
4/5/2024,COST,172.29,-1.76,144.81,456.61,189.19,0.0668,0.86,-0.13,0.0391
4/5/2024,TGT,338.34,1.54,103.43,187.09,333.95,0.0252,0.99,13.4,0.0217
4/5/2024,HD,165.14,-0.26,147.77,474.65,173.02,0.0643,1.16,23.75,0.0115
4/5/2024,BA,311.92,-0.38,84.08,237.96,310.55,0.0673,1.08,23.66,0.0328
4/5/2024,LMT,90.3,3.09,146.45,115.75,94.58,0.0988,1.04,6.02,0.0145
4/5/2024,NOC,259.19,2.44,122.53,336.57,251.26,0.0395,1.06,24.4,0.0334
4/5/2024,GD,218.6,-3.53,80.92,162.03,226.53,0.0521,1.06,1.66,0.0162
4/5/2024,RTX,292.52,3.62,102.5,308.27,295.61,0.0731,1.17,-14.83,0.0349
4/5/2024,VZ,142.67,3.11,105.84,382.23,127.92,0.0783,0.86,-23.02,0.0314
4/5/2024,T,131.34,6.39,84.62,379.62,128.17,0.0407,0.94,-3.87,0.0182
4/5/2024,DIS,318.78,-9.44,127.9,173.36,324.59,0.0795,0.86,23.03,0.0264
4/5/2024,NFLX,327.47,3.35,81.69,150.16,338.75,0.0533,0.85,0.4,0.0287
4/5/2024,CMCSA,215.56,-1.38,111.08,340.97,202.32,0.05,0.83,-10.38,0.0368
4/5/2024,AMD,330.44,-3.58,91.61,283.97,329.56,0.0457,1.16,-2.81,0.0257
